ENSEMBLE,COMPOSER,WORK,COMP.CODE,ARR.CODE,COMP.LIVE,ARR.LIVE,LAO.GROUP
Philadelphia,Respighi,Pines of Rome,1,,2,,1
Quad City,Respighi,Pines of Rome,1,,2,,4
Richmond,Respighi,Pines of Rome,1,,2,,3
Rockford,Respighi,Pines of Rome,1,,2,,5
San Antonio,Respighi,Pines of Rome,1,,2,,6
San Diego,Respighi,"Ancient Airs & Dances, Suite No. 1",1,,2,,1
Santa Rosa,Respighi,Fountains of Rome,1,,2,,3
Santa Rosa,Respighi,Pines of Rome,1,,2,,3
Sarasota,Respighi,Fountains of Rome,1,,2,,2
Sarasota,Respighi,Roman Festivals,1,,2,,2
Tucson,Respighi,Church Windows,1,,2,,3
Utah,Respighi,Pines of Rome,1,,2,,1
Utah,Respighi,The Birds,1,,2,,1
Youngstown,Respighi,"Ancient Airs & Dances, Suite No. 1",1,,2,,6
Amarillo,Rimsky-Korsakov,Scheherezade,1,,2,,5
Arkansas,Rimsky-Korsakov,Scheherezade,1,,2,,3
Charleston,Rimsky-Korsakov,Scheherezade,1,,2,,3
Dallas,Rimsky-Korsakov,Scheherezade,1,,2,,1
Des Moines,Rimsky-Korsakov,Scheherezade,1,,2,,6
Florida,Rimsky-Korsakov,Golden Cockerel,1,,2,,2
Grant Park,Rimsky-Korsakov,The Tale of Tsar Saltan Suite,1,,2,,3
Harrisburg,Rimsky-Korsakov,Scheherezade,1,,2,,4
Kalamazoo,Rimsky-Korsakov,Capriccio espagnol,1,,2,,5
Memphis,Rimsky-Korsakov,Scheherezade,1,,2,,3
Milwaukee,Rimsky-Korsakov,Capriccio espagnol,1,,2,,1
Milwaukee,Rimsky-Korsakov,Russian Easter Overture,1,,2,,1
Minnesota,Rimsky-Korsakov,Scheherezade,1,,2,,1
Mobile,Rimsky-Korsakov,Capriccio espagnol,1,,2,,5
Modesto,Rimsky-Korsakov,Scheherezade,1,,2,,5
New Jersey,Rimsky-Korsakov,Capriccio espagnol,1,,2,,2
North Carolina,Rimsky-Korsakov,Scheherezade,1,,2,,2
Princeton,Rimsky-Korsakov,Scheherezade,1,,2,,5
Reno,Rimsky-Korsakov,Scheherezade,1,,2,,4
San Antonio,Rimsky-Korsakov,Scheherezade,1,,2,,6
San Diego,Rimsky-Korsakov,Snow Maiden Suite,1,,2,,1
Tulsa,Rimsky-Korsakov,Capriccio espagnol,1,,2,,4
Wichita,Rimsky-Korsakov,Scheherezade,1,,2,,4
Evansville,Rodrigo,Concierto de Aranjuez,1,,2,,5
Indianapolis,Rodrigo,Concierto de Aranjuez,1,,2,,1
Plano,Rodrigo,Concierto de Aranjuez,1,,2,,5
San Antonio,Rodrigo,Concierto de Aranjuez,1,,2,,6
Spokane,Rodrigo,Concierto de Aranjuez,1,,2,,3
Stamford,Rodrigo,Concierto de Aranjuez,1,,2,,5
Memphis,"Rogers, Richard",Unnamed work,1,,2,,3
Amarillo,"Rogerson, Chris",Fanfare,1,,1,,5
Amarillo,"Rogerson, Chris",It Became Dark,1,,1,,5
Promusica Chamber,Roman,"Double Concerto for Violin, Cello, and Orchestra",1,,2,,6
Alabama,Rossini,La Cenerentola Overture,1,,2,,3
Boise,Rossini,Overture to The Barber of Seville,1,,2,,5
Buffalo,Rossini,Overture to Semiramide,1,,2,,2
Eugene,Rossini,Overture to Semiramide,1,,2,,4
Houston,Rossini,Overture to William Tell,1,,2,,1
New Jersey,Rossini,Overture to William Tell,1,,2,,2
Orpheus,Rossini,Overture to The Barber of Seville,1,,2,,2
Richmond,Rossini,La gazza ladra Overture,1,,2,,3
Sarasota,Rossini,Overture to An Italian in Algiers,1,,2,,2
Savannah,Rossini,Overture to The Barber of Seville,1,,2,,5
St. Paul Chamber,Rossini,La Scala di Setta,1,,2,,1
Tucson,Rossini,Assorted Arias,1,,2,,3
Tucson,Rossini,Overture to An Italian in Algiers,1,,2,,3
Tulsa,Rossini,Overture to The Barber of Seville,1,,2,,4
West Virginia,Rossini,Algiers Overture,1,,2,,3
Youngstown,Rossini,La Scala di Setta,1,,2,,6
Orpheus,"Rota, Nino",Balli for small orchestra,1,,2,,2
Albany,"Rouse, Christopher",Heimdall's Trumpet,1,,2,,4
Cincinnati,"Rouse, Christopher",Symphony No. 6,1,,2,,1
New Jersey,"Rouse, Christopher",Bassoon Concerto,1,,2,,2
Pacific,"Rouse, Christopher",Prospero's Rooms,1,,2,,1
Rochester,"Rouse, Christopher",Flute Concerto,1,,2,,2
Albany,Roussel,Suite No. 1 from Bacchus et Ariane,1,,2,,4
Chicago,Roussel,Suite No. 2 from Bacchus et Ariane,1,,2,,1
New York,Roussel,Symphony No. 3,1,,2,,1
North Carolina,Roussel,Suite No. 1 from Bacchus et Ariane,1,,2,,2
St. Louis,Roussel,Symphony No. 3,1,,2,,1
San Francisco,Ruggles,Angels,1,,2,,1
San Francisco,Ruggles,Sun-treader,1,,2,,1
Allentown,"Rutter, John",Gloria,1,,1,,3
Arkansas,Saint-Saens,Violin Concerto No. 3,1,,2,,3
Atlanta,Saint-Saens,Symphony No. 3,1,,2,,1
Austin,Saint-Saens,Cello Concerto No. 1,1,,2,,3
Baltimore,Saint-Saens,Cello Concerto No. 1,1,,2,,1
Boston,Saint-Saens,Cello Concerto No. 1,1,,2,,1
Boston,Saint-Saens,Symphony No. 3,1,,2,,1
Buffalo,Saint-Saens,Cappricio and Rondo,1,,2,,2
Canton,Saint-Saens,Symphony No. 3,1,,2,,5
Cape,Saint-Saens,Africa,1,,2,,4
Charlotte,Saint-Saens,Symphony No. 3,1,,2,,2
Chicago,Saint-Saens,Danse macabre,1,,2,,1
Cincinnati,Saint-Saens,Piano Concerto,1,,2,,1
Cleveland,Saint-Saens,Piano Concerto No. 5,1,,2,,1
Colorado,Saint-Saens,Bacchanale from Samson et Dalila,1,,2,,6
Colorado,Saint-Saens,Symphony No. 3,1,,2,,6
Columbus,Saint-Saens,Carnival of the Animals,1,,2,,2
Eugene,Saint-Saens,Symphony No. 3,1,,2,,4
Grant Park,Saint-Saens,Tarantelle,1,,2,,3
Greensboro,Saint-Saens,Violin Concerto No. 3,1,,2,,5
Jacksonville,Saint-Saens,Symphony No. 3,1,,2,,2
Kalamazoo,Saint-Saens,Carnival of the Animals,1,,2,,5
LA Chamber,Saint-Saens,Cello Concerto No. 1,1,,2,,2
Las Colinas,Saint-Saens,Cello Concerto No. 1,1,,2,,5
Long Beach,Saint-Saens,Symphony No. 3,1,,2,,6
Memphis,Saint-Saens,aria from Samson et Dalila,1,,2,,3
Minnesota,Saint-Saens,Violin Concerto No. 3,1,,2,,1
Mobile,Saint-Saens,Cello Concerto No. 1,1,,2,,5
New Jersey,Saint-Saens,Introduction and Rondo capriccioso,1,,2,,2
New York,Saint-Saens,Cello Concerto No. 1,1,,2,,1
Orchestra Iowa,Saint-Saens,Symphony No. 3,1,,2,,4
Phoenix,Saint-Saens,Cello Concerto No. 1,1,,2,,2
Pittsburgh,Saint-Saens,Introduction and Rondo capriccioso,1,,2,,1
Portland,Saint-Saens,Piano Concerto No. 2,1,,2,,3
Rochester,Saint-Saens,Symphony No. 3,1,,2,,2
Rockford,Saint-Saens,Piano Concerto No. 2,1,,2,,5
Sacramento,Saint-Saens,Symphony No. 3,1,,2,,5
San Francisco,Saint-Saens,Symphony No. 3,1,,2,,1
Santa Barbara,Saint-Saens,Symphony No. 3,1,,2,,3
Santa Cruz,Saint-Saens,Introduction and Rondo capriccioso,1,,2,,5
Santa Rosa,Saint-Saens,Violin Concerto No. 3,1,,2,,3
St. Louis,Saint-Saens,Symphony No. 3,1,,2,,1
St. Paul Chamber,Saint-Saens,Introduction and Rondo capriccioso,1,,2,,1
Tucson,Saint-Saens,Piano Concerto No. 2,1,,2,,3
West Virginia,Saint-Saens,Cello Concerto No. 1,1,,2,,3
Detroit,"Salonen, Esa-Pekka",Helix,1,,1,,1
Los Angeles,"Salonen, Esa-Pekka",Castor,1,,1,,1
Los Angeles,"Salonen, Esa-Pekka",Castor and Pollux,1,,1,,1
New York,"Salonen, Esa-Pekka",Castor,1,,1,,1
New York,"Salonen, Esa-Pekka",Pollux,1,,1,,1
Phoenix,"Salonen, Esa-Pekka",Helix,1,,1,,2
San Francisco,"Salonen, Esa-Pekka",Violin Concerto,1,,1,,1
Santa Cruz,"Salonen, Esa-Pekka",Violin Concerto,1,,1,,5
Atlanta,Sarasate,Zigeunerweisen,1,,2,,1
Greensboro,Sarasate,Navarra Fantasy for four violins and orchestra,1,,2,,5
Ann Arbor,Satie,Je te Veux,1,,2,,5
Spokane,Satie,Gymnopédies No. 1,1,,2,,3
Spokane,Satie,Gymnopédies No. 3,1,,2,,3
Knoxville,"Schacter, Michael",Overture to Knoxville,1,,1,,3
Knoxville,"Schacter, Michael","Violin Concerto ""Cycle of Life""",1,,1,,3
Dallas,"Schmidt, Franz",The Book with Seven Seals,1,,2,,1
Long Beach,"Schmidt, Franz",Intermezzo from Notre Dame,1,,2,,6
Grant Park,"Schmidt, Ole",Hommage à Stravinsky,1,,2,,3
Augusta,"Schmitt, Florent",La Tragedie de Salomé,1,,2,,5
Buffalo,"Schmitt, Florent",Musique en plein air,1,,2,,2
Buffalo,"Schmitt, Florent",Oriane and The Prince of Love,1,,2,,2
LA Chamber,"Schnelzer, Albert",Burn my letters,1,,1,,2
Chautauqua,Schnittke,(K)ein Sommernachstraum,1,,2,,6
Milwaukee,Schnittke,(K)ein Sommernachstraum,1,,2,,1
Reading,Schnittke,Concerto for Four Hands,1,,2,,6
Atlanta,Schoenberg,Verklärte Nacht,1,,2,,1
Cincinnati,Schoenberg,Verklärte Nacht,1,,2,,1
Colorado,Schoenberg,Verklärte Nacht,1,,2,,6
Elgin,Schoenberg,Verklärte Nacht,1,,2,,6
Kansas City,Schoenberg,Friede auf Erden (Peace on Earth),1,,2,,2
Los Angeles,Schoenberg,Chamber Symphony,1,,2,,1
Los Angeles,Schoenberg,Gurrelieder,1,,2,,1
New York,Schoenberg,Erwartung,1,,2,,1
Omaha,Schoenberg,Verklärte Nacht,1,,2,,2
Rochester,Schoenberg,Five Pieces for Orchestra,1,,2,,2
San Francisco,Schoenberg,Five Pieces for Orchestra,1,,2,,1
Boise,"Schoenberg, Adam",Orchard in Fog for violin and orchestra,1,,1,,5
Chicago Sinfonietta,"Schoenberg, Adam",Finding Rothko,1,,1,,4
Louisville,"Schoenberg, Adam",Orchard in Fog for violin and orchestra,1,,1,,3
San Francisco,"Schoenberg, Adam",Losing Earth,1,,1,,1
South Dakota,"Schoenberg, Adam",Finding Rothko,1,,1,,5
Jacksonville,Schreker,Chamber Symphony,1,,2,,2
Omaha,Schreker,Chamber Symphony,1,,2,,2
Akron,Schubert,Symphony No. 8,1,,2,,5
Austin,Schubert,Magnificat,1,,2,,3
Baltimore,Schubert,Symphony No. 6,1,,2,,1
Baltimore,Schubert,Symphony No. 8,1,,2,,1
Chautauqua,Schubert,Symphony No. 8,1,,2,,6
Cincinnati,Schubert,Symphony No. 9,1,,2,,1
Cleveland,Schubert,"Selections from ""Rosamunde""",1,,2,,1
Cleveland,Schubert,Symphony No. 3,1,,2,,1
Cleveland,Schubert,Symphony No. 3,1,,2,,1
Cleveland,Schubert,Symphony No. 9,1,,2,,1
Detroit,Schubert,Symphony No. 9,1,,2,,1
Grand Rapids,Schubert,Symphony No. 9,1,,2,,2
Greensboro,Schubert,Symphony No. 4,1,,2,,5
Jacksonville,Schubert,Symphony No. 9,1,,2,,2
LA Chamber,Schubert,Overture from Der Häusliche,1,,2,,2
LA Chamber,Schubert,Symphony No. 6,1,,2,,2
Long Beach,Schubert,Symphony No. 9,1,,2,,6
National Symphony,Schubert,Symphony No. 8,1,,2,,1
New York,Schubert,Symphony No. 4,1,,2,,1
North Carolina,Schubert,Symphony No. 4,1,,2,,2
Portland,Schubert,Symphony No. 9,1,,2,,3
Promusica Chamber,Schubert,Symphony No. 3,1,,2,,6
Promusica Chamber,Schubert,Symphony No. 8,1,,2,,6
San Francisco,Schubert,Symphony No. 8,1,,2,,1
Savannah,Schubert,Symphony No. 8,1,,2,,5
Savannah,Schubert,Symphony No. 9,1,,2,,5
Silicon Valley,Schubert,Symphony No. 8,1,,2,,3
St. Louis,Schubert,Symphony No. 5,1,,2,,1
St. Paul Chamber,Schubert,Overture in the Italian Style,1,,2,,1
St. Paul Chamber,Schubert,Symphony No. 2,1,,2,,1
St. Paul Chamber,Schubert,Symphony No. 5,1,,2,,1
St. Paul Chamber,Schubert,Symphony No. 8,1,,2,,1
West Virginia,Schubert,Rosamunde Overture,1,,2,,3
Youngstown,Schubert,Symphony No. 5,1,,2,,6
Milwaukee,Schubert/Golijov,She Was Here,1,1,2,1,1
Philadelphia,Schubert/Liszt,Wanderer Fantasy for piano and orchestra,1,1,2,2,1
Pittsburgh,Schubert/Strauss,Lieder,1,1,2,2,1
Cleveland,Schulhoff,Symphony No. 5,1,,2,,1
Kalamazoo,Schuller,Seven Studies on Themes of Paul Klee,1,,2,,5
Albany,"Schumann, Robert",Piano Concerto,1,,2,,4
Amarillo,"Schumann, Robert",Symphony No. 4,1,,2,,5
Arkansas,"Schumann, Robert",Symphony No. 3,1,,2,,3
Boise,"Schumann, Robert",Piano Concerto,1,,2,,5
Boston,"Schumann, Robert",Introduction and Allegro appassionato for piano and orchestra,1,,2,,1
Boston,"Schumann, Robert",Symphony No. 4,1,,2,,1
Charleston,"Schumann, Robert",Symphony No. 1,1,,2,,3
Charlotte,"Schumann, Robert",Manfred Overture,1,,2,,2
Chicago,"Schumann, Robert",Symphony No. 3,1,,2,,1
Cincinnati,"Schumann, Robert",Paradise and the Peri,1,,2,,1
Cincinnati,"Schumann, Robert",Piano Concerto,1,,2,,1
Dallas,"Schumann, Robert",Symphony No. 2,1,,2,,1
Detroit,"Schumann, Robert",Symphony No. 4,1,,2,,1
Eugene,"Schumann, Robert",Symphony No. 4,1,,2,,4
Fort Worth,"Schumann, Robert",Piano Concerto,1,,2,,2
Houston,"Schumann, Robert",Piano Concerto,1,,2,,1
Houston,"Schumann, Robert",Pilgrimage of the Rose,1,,2,,1
Houston,"Schumann, Robert",Scenes from Goethe's Faust,1,,2,,1
Houston,"Schumann, Robert",Symphony No. 1,1,,2,,1
Houston,"Schumann, Robert",Symphony No. 2,1,,2,,1
Houston,"Schumann, Robert",Symphony No. 3,1,,2,,1
Houston,"Schumann, Robert",Symphony No. 4,1,,2,,1
Houston,"Schumann, Robert","Unnamed est. works (Feb. 13, 2020 concert)",1,,2,,1
Houston,"Schumann, Robert","Unnamed est. works (Feb. 13, 2020 concert)",1,,2,,1
Kansas City,"Schumann, Robert",Piano Concerto,1,,2,,2
Kansas City,"Schumann, Robert",Symphony No. 3,1,,2,,2
Louisiana,"Schumann, Robert",Cello Concerto in A minor,1,,2,,3
Louisiana,"Schumann, Robert",Piano Concerto,1,,2,,3
Madison,"Schumann, Robert",Symphony No. 2,1,,2,,3
Milwaukee,"Schumann, Robert",Konzertstück for Four Horns and Orchestra,1,,2,,1
Milwaukee,"Schumann, Robert",Piano Concerto,1,,2,,1
Milwaukee,"Schumann, Robert",Symphony No. 1,1,,2,,1
National Symphony,"Schumann, Robert",Symphony No. 2,1,,2,,1
Omaha,"Schumann, Robert",Symphony No. 2,1,,2,,2
Omaha,"Schumann, Robert",Traumerei,1,,2,,2
Oregon,"Schumann, Robert",Symphony No. 1,1,,2,,1
Oregon,"Schumann, Robert",Violin Concerto in D Minor,1,,2,,1
Pacific,"Schumann, Robert",Symphony No. 4,1,,2,,1
Pittsburgh,"Schumann, Robert",Piano Concerto,1,,2,,1
Richmond,"Schumann, Robert",Cello Concerto in A minor,1,,2,,3
Rochester,"Schumann, Robert",Piano Concerto,1,,2,,2
San Diego,"Schumann, Robert",Manfred Overture,1,,2,,1
San Diego,"Schumann, Robert",Piano Concerto,1,,2,,1
San Francisco,"Schumann, Robert",Symphony No. 3,1,,2,,1
Seattle,"Schumann, Robert",Piano Concerto,1,,2,,1
Seattle,"Schumann, Robert",Piano Concerto,1,,2,,1
St. Louis,"Schumann, Robert",Manfred Overture,1,,2,,1
Utah,"Schumann, Robert",Piano Concerto,1,,2,,1
Canton,"Schumann, Robert",Symphony No. 3,1,,2,,5
Jacksonville,"Schumann, Robert",Overture to Genoveva,1,,2,,2
Jacksonville,"Schumann, Robert",Symphony No. 1,1,,2,,2
Silicon Valley,"Schumann, Robert",Symphony No. 4,1,,2,,3
St. Paul Chamber,"Schumann, Robert",Cello Concerto in A minor,1,,2,,1
St. Paul Chamber,"Schumann, Robert",Piano Concerto,1,,2,,1
Tulsa,"Schumann, Robert",Symphony No. 2,1,,2,,4
Virginia,"Schumann, Robert",Piano Concerto,1,,2,,3
Winston-Salem,"Schumann, Robert",Symphony No. 3,1,,2,,4
Promusica Chamber,Scofano,IBERA Concerto for Bandeoneon and Orchestra,1,,2,,6
Amarillo,Scriabin,The Poem of Ecstasy,1,,2,,5
Baltimore,Scriabin,Piano Concerto,1,,2,,1
Buffalo,Scriabin,Symphony No. 3,1,,2,,2
Chautauqua,Scriabin,Piano Concerto,1,,2,,6
Chicago,Scriabin,Rêverie,1,,2,,1
Cincinnati,Scriabin,Symphony No. 5,1,,2,,1
Dallas,Scriabin,The Poem of Ecstasy,1,,2,,1
Detroit,Scriabin,The Poem of Ecstasy,1,,2,,1
Florida,Scriabin,The Poem of Ecstasy,1,,2,,2
New York,Scriabin,Piano Concerto,1,,2,,1
New York,Scriabin,The Poem of Ecstasy,1,,2,,1
Seattle,Scriabin,The Poem of Ecstasy,1,,2,,1
Stamford,"Séjourné, Emmanuel",Concerto for marimba and strings,1,,1,,5
Tucson,"Séjourné, Emmanuel",Concerto for marimba and strings,1,,1,,3
Milwaukee,Shchedrin,Beethoven's Heiligenstädter Testament,1,,2,,1
National Symphony,Shchedrin,Two Tangos by Albéniz,1,,2,,1
New York,Shchedrin,Concerto for Orchestra No. 1,1,,2,,1
Memphis,"Shilkret, Nathaniel ","""Tommy Dorsey"" concerto",1,,2,,3
Akron,Shostakovich,Hamlet Suite,1,,2,,5
Allentown,Shostakovich,Festive Overture,1,,2,,3
Amarillo,Shostakovich,Symphony No. 5,1,,2,,5
Atlanta,Shostakovich,Symphony No. 15,1,,2,,1
Atlanta,Shostakovich,Symphony No. 5,1,,2,,1
Baltimore,Shostakovich,Symphony No. 9,1,,2,,1
Baltimore,Shostakovich,Violin Concerto No. 1,1,,2,,1
Boise,Shostakovich,Cello Concerto,1,,2,,5
Boston,Shostakovich,Piano Concerto No. 1,1,,2,,1
Boston,Shostakovich,Symphony No. 12,1,,2,,1
Boston,Shostakovich,Symphony No. 2,1,,2,,1
Chattanooga,Shostakovich,Symphony No. 6,1,,2,,6
Chautauqua,Shostakovich,Symphony No. 6,1,,2,,6
Chicago,Shostakovich,Symphony No. 6,1,,2,,1
Chicago,Shostakovich,Symphony No. 7,1,,2,,1
Chicago,Shostakovich,Symphony No. 8,1,,2,,1
Cincinnati,Shostakovich,Symphony No. 8,1,,2,,1
Cleveland,Shostakovich,Violin Concerto No. 1,1,,2,,1
Colorado Springs,Shostakovich,Symphony No. 7,1,,2,,3
Erie,Shostakovich,Symphony No. 5,1,,2,,5
Fort Worth,Shostakovich,Symphony No. 10,1,,2,,2
Grand Rapids,Shostakovich,Symphony No. 11,1,,2,,2
Grant Park,Shostakovich,Piano Concerto No. 2,1,,2,,3
Grant Park,Shostakovich,Symphony No. 1,1,,2,,3
Greensboro,Shostakovich,Symphony No. 9,1,,2,,5
Houston,Shostakovich,Violin Concerto No. 2,1,,2,,1
Los Angeles,Shostakovich,Symphony No. 10,1,,2,,1
Louisiana,Shostakovich,Symphony No. 5,1,,2,,3
Madison,Shostakovich,Symphony No. 9,1,,2,,3
Milwaukee,Shostakovich,Cello Concerto,1,,2,,1
Milwaukee,Shostakovich,Festive Overture,1,,2,,1
Minnesota,Shostakovich,Symphony No. 15,1,,2,,1
Minnesota,Shostakovich,Symphony No. 7,1,,2,,1
Minnesota,Shostakovich,Symphony No. 9,1,,2,,1
Nashville,Shostakovich,Symphony No. 4,1,,2,,1
National Symphony,Shostakovich,Hamlet Suite,1,,2,,1
National Symphony,Shostakovich,Jazz Suite No. 2,1,,2,,1
National Symphony,Shostakovich,Piano Concerto No. 1,1,,2,,1
National Symphony,Shostakovich,Symphony No. 1,1,,2,,1
New Jersey,Shostakovich,Symphony No. 10,1,,2,,2
New York,Shostakovich,Piano Concerto No. 1,1,,2,,1
North Carolina,Shostakovich,Violin Concerto No. 1,1,,2,,2
Oklahoma City,Shostakovich,Cello Concerto,1,,2,,3
Omaha,Shostakovich,Symphony No. 9,1,,2,,2
Orchestra Iowa,Shostakovich,Symphony No. 5,1,,2,,4
Oregon,Shostakovich,Symphony No. 11,1,,2,,1
Oregon,Shostakovich,Symphony No. 8,1,,2,,1
Orlando,Shostakovich,Symphony No. 6,1,,2,,3
Philadelphia,Shostakovich,Symphony No. 5,1,,2,,1
Philadelphia,Shostakovich,Violin Concerto No. 1,1,,2,,1
Phoenix,Shostakovich,Festive Overture,1,,2,,2
Phoenix,Shostakovich,Symphony No. 5,1,,2,,2
Pittsburgh,Shostakovich,Symphony No. 5,1,,2,,1
Pittsburgh,Shostakovich,Violin Concerto No. 1,1,,2,,1
Quad City,Shostakovich,Symphony No. 7,1,,2,,4
Reading,Shostakovich,Symphony No. 5,1,,2,,6
Rochester,Shostakovich,Piano Concerto No. 1,1,,2,,2
Rochester,Shostakovich,Symphony No. 11,1,,2,,2
Rockford,Shostakovich,Cello Concerto,1,,2,,5
San Antonio,Shostakovich,Symphony No. 5,1,,2,,6
San Antonio,Shostakovich,The Gadfly (selections),1,,2,,6
San Diego,Shostakovich,Symphony No. 11,1,,2,,1
San Diego,Shostakovich,Symphony No. 5,1,,2,,1
San Francisco,Shostakovich,Cello Concerto No. 2,1,,2,,1
San Francisco,Shostakovich,Symphony No. 5,1,,2,,1
San Francisco,Shostakovich,Symphony No. 7,1,,2,,1
Spokane,Shostakovich,Cello Concerto No. 2,1,,2,,3
Spokane,Shostakovich,Jazz Suite No. 2,1,,2,,3
St. Louis,Shostakovich,Symphony No. 10,1,,2,,1
Tucson,Shostakovich,Symphony No. 12,1,,2,,3
Virginia,Shostakovich,Symphony No. 5,1,,2,,3
West Virginia,Shostakovich,Festive Overture,1,,2,,3
West Virginia,Shostakovich,Symphony No. 10,1,,2,,3
Boston,Shostakovich/Barshai,Chamber Symphony,1,1,2,2,1
Alabama,Sibelius,Symphony No. 5,1,,2,,3
Arkansas,Sibelius,Symphony No. 7,1,,2,,3
Atlanta,Sibelius,Finlandia,1,,2,,1
Atlanta,Sibelius,Symphony No. 6,1,,2,,1
Atlanta,Sibelius,Symphony No. 7,1,,2,,1
Atlanta,Sibelius,Violin Concerto,1,,2,,1
Boston,Sibelius,Pahjola's Daughter,1,,2,,1
Boston,Sibelius,Symphony No. 2,1,,2,,1
Buffalo,Sibelius,Symphony No. 5,1,,2,,2
Canton,Sibelius,Finlandia,1,,2,,5
Charlotte,Sibelius,Symphony No. 7,1,,2,,2
Chicago,Sibelius,Finlandia,1,,2,,1
Chicago,Sibelius,Symphony No. 5,1,,2,,1
Cleveland,Sibelius,En Saga,1,,2,,1
Cleveland,Sibelius,Symphony No. 1,1,,2,,1
Dallas,Sibelius,Symphony No. 2,1,,2,,1
Des Moines,Sibelius,Symphony No. 7,1,,2,,6
Detroit,Sibelius,Symphony No. 1,1,,2,,1
Eugene,Sibelius,Violin Concerto,1,,2,,4
Evansville,Sibelius,Symphony No. 2,1,,2,,5
Florida,Sibelius,Symphony No. 7,1,,2,,2
Florida,Sibelius,Violin Concerto,1,,2,,2
Fort Worth,Sibelius,Symphony No. 2,1,,2,,2
Grant Park,Sibelius,Karelia Overture,1,,2,,3
Indianapolis,Sibelius,Symphony No. 2,1,,2,,1
Jacksonville,Sibelius,Symphony No. 6,1,,2,,2
Kansas City,Sibelius,Finlandia,1,,2,,2
Knoxville,Sibelius,Symphony No. 2,1,,2,,3
Los Angeles,Sibelius,Lemminkäinen Suite,1,,2,,1
Los Angeles,Sibelius,Luonnotar,1,,2,,1
Los Angeles,Sibelius,Symphony No. 5,1,,2,,1
Louisville,Sibelius,The Oceanides,1,,2,,3
Memphis,Sibelius,Finlandia,1,,2,,3
Milwaukee,Sibelius,Violin Concerto,1,,2,,1
Minnesota,Sibelius,The Swan of Tuonela,1,,2,,1
Naples,Sibelius,Violin Concerto,1,,2,,2
National Symphony,Sibelius,Symphony No. 1,1,,2,,1
National Symphony,Sibelius,The Swan of Tuonela,1,,2,,1
New York,Sibelius,Symphony No. 1,1,,2,,1
New York,Sibelius,Violin Concerto,1,,2,,1
Orchestra Iowa,Sibelius,Violin Concerto,1,,2,,4
Oregon,Sibelius,The Tempest,1,,2,,1
Phoenix,Sibelius,Symphony No. 5,1,,2,,2
Pittsburgh,Sibelius,Symphony No. 1,1,,2,,1
Pittsburgh,Sibelius,Symphony No. 3,1,,2,,1
Pittsburgh,Sibelius,The Swan of Tuonela,1,,2,,1
Pittsburgh,Sibelius,Violin Concerto,1,,2,,1
Portland,Sibelius,Finlandia,1,,2,,3
Princeton,Sibelius,The Swan of Tuonela,1,,2,,5
San Antonio,Sibelius,Symphony No. 7,1,,2,,6
San Diego,Sibelius,Symphony No. 7,1,,2,,1
San Diego,Sibelius,Violin Concerto,1,,2,,1
San Francisco,Sibelius,Symphony No. 5,1,,2,,1
San Francisco,Sibelius,Violin Concerto,1,,2,,1
Santa Rosa,Sibelius,Violin Concerto,1,,2,,3
Seattle,Sibelius,Andante festivo,1,,2,,1
St. Louis,Sibelius,Symphony No. 1,1,,2,,1
West Virginia,Sibelius,Violin Concerto,1,,2,,3
Winston-Salem,Sibelius,Violin Concerto,1,,2,,4
Columbus,Silvestri,The Messenger,1,,2,,2
Las Colinas,"Skalkottas, Nikos",Five Greek Dances,1,,2,,5
Boston,Smetana,Selection from Má Vlast,1,,2,,1
Chautauqua,Smetana,Selection from Má Vlast,1,,2,,6
Dallas,Smetana,Overture to The Bartered Bride,1,,2,,1
Kansas City,Smetana,"""Blaník"" grom Má vlast",1,,2,,2
Las Vegas,Smetana,Overture to The Bartered Bride,1,,2,,5
New Jersey,Smetana,The Moldau,1,,2,,2
Oregon,Smetana,The Moldau,1,,2,,1
Tacoma,Smetana,The Moldau,1,,2,,5
Toledo,Smetana,The Moldau,1,,2,,3
Winston-Salem,Smetana,The Moldau,1,,2,,4
Chicago Sinfonietta,"Smith, Stephan",Earth Triptych (one movement),1,,1,,4
Los Angeles,"Sondheim, Stephen",Sunday in the Park with George,1,,1,,1
Knoxville,Sousa,The Stars and Stripes Forever,1,,2,,3
Phoenix,"Stallcop, Glenn",City Music,1,,1,,2
Youngstown,Stamitz,Viola Concerto,1,,2,,6
Atlanta,Stenhammar,Florez and Blanzeflor,1,,2,,1
Indianapolis,"Stookley, Nathaniel",Spire,1,,1,,1
Las Colinas,"Strauss, Eduard",Blauuglein,1,,2,,5
Allentown,"Strauss, Johann",On the Beautiful Blue Danube,1,,2,,3
Austin,"Strauss, Johann",Ägyptischer Marsch,1,,2,,3
Baltimore,"Strauss, Johann",On the Beautiful Blue Danube,1,,2,,1
Charleston,"Strauss, Johann",Voices of Spring,1,,2,,3
Chicago,"Strauss, Johann",Unknown,1,,2,,1
Detroit,"Strauss, Johann",Emperor Waltzes,1,,2,,1
Knoxville,"Strauss, Johann",On the Beautiful Blue Danube,1,,2,,3
Las Colinas,"Strauss, Johann",Roses from the South,1,,2,,5
Las Colinas,"Strauss, Johann",Tales from the Vienna Woods,1,,2,,5
Las Colinas,"Strauss, Johann",Where the Lemon Trees Bloom,1,,2,,5
Los Angeles,"Strauss, Johann",Unnamed works (estimated),1,,2,,1
